serial_num,price,alpha,position
0,18105.30078125,0.0,0
1,18398.960605167085,-0.6302908003332321,-1
2,18204.939538099745,-0.1234201240050798,0
3,18339.357782256004,-0.2402386656854624,0
4,18578.084798438016,-0.6126254962809314,-1
5,18710.62696692699,-0.3026600758406121,-1
6,18747.60768475592,0.5061224477927544,0
7,18587.23348294108,0.6822208343753222,1
8,18747.024559005746,-0.4689514516956279,0
9,18492.162826472628,0.3024476661958122,0
10,18572.601585375676,-0.1159743550845888,0
11,18654.07156126157,-0.3878189223127477,0
12,18541.822238083,0.3276746440368221,0
13,18669.21693719775,0.3748524405661624,0
14,18513.52900474211,-0.1602533557694845,0
15,18460.977139057504,-0.1736756905420853,0
16,18489.303871293,-0.4087453393003777,0
17,18579.486129719317,-1.0210346519706746,-1
18,18433.10268479693,0.2259157494810519,0
19,18308.21843685697,1.222251210768161,1
20,17885.294547519345,0.3209615462400035,1
21,17770.50233336427,0.5351314066296333,1
22,17491.156124191904,-1.3675510404243905,0
23,17354.804848100128,0.2737597046771181,0
24,17411.443614094966,-0.789901863938937,-1
25,17452.06400757691,-0.2114009065504374,-1
26,17560.39348235746,-0.4398311256725837,-1
27,17542.57498702284,0.1387919156481056,0
28,17838.07599750851,-0.913362591048588,-1
29,17448.533341424627,-0.2031935083503633,-1
30,17296.63942640049,-0.3809807067764132,-1
31,17361.761784291048,-0.0111779088591743,0
32,17539.528815946174,0.2241447657888775,0
33,17525.155234247373,-0.3199067953963175,0
34,17493.518608159335,0.0342380542070852,0
35,17625.814994611825,-0.3735985428694273,0
36,17827.213157321756,-0.6743658519786493,-1
37,18007.35371684754,-0.1864870188702601,0
38,17771.48512373527,-0.070581275131518,0
39,17543.47382323097,-0.3772037803033674,0
40,17526.94107320593,0.7331992628110071,1
41,17552.99400093636,0.5543469911559944,1
42,17710.51130248329,-0.5100360984518961,0
43,17948.44716619279,0.357016760638567,0
44,18035.680246260537,-0.1151918679718708,0
45,18392.884194652623,-0.5197473124709253,0
46,18446.60830350684,0.2411985233989702,0
47,18249.992070353357,0.8270010061802848,1
48,18610.575162426376,0.1575334186324926,0
49,18345.19824306049,0.9880040088651336,1
50,18418.43764956834,0.2837906468708047,1
51,18657.23409392317,-0.6262450321642121,0
52,18690.52242059924,0.3012590920075149,0
53,18613.01089049581,0.0916941254185492,0
54,18983.923708070502,-0.2596389330664876,0
55,18671.89076375564,0.1431920889519427,0
56,19000.100753805244,-0.0853150350978746,0
57,19216.27690336477,0.5325209946500715,0
58,19000.336305717985,0.1374301470687657,0
59,18988.502511946288,-0.1777744855292957,0
60,19469.11885750076,1.0184638739937704,1
61,19343.576398319103,-0.5804566692970574,0
62,19170.93917928164,1.2305090079318624,1
63,19018.24228219406,-0.7863825702645648,0
64,19132.490984549364,0.7422013859968755,1
65,19029.79055853305,0.2677287773121786,1
66,18971.023603912097,0.2391879845440221,1
67,18801.75992367921,1.2908142538527263,1
68,18897.01359704328,0.8004073465464101,1
69,19259.40084225822,-0.294899204973859,0
70,19328.882410718124,0.3421610809250177,0
71,19332.24644634542,0.9364608627016566,1
72,19452.14318624086,-0.2733366049153067,0
73,19627.84961650222,-0.8757086129120482,-1
74,19359.85705038344,0.8348158240212773,0
75,19040.27168094016,0.2442327331849774,0
76,19260.522135330797,-0.3241465969699555,0
77,19069.595255885702,0.0968708177513986,0
78,18671.057139863493,-0.1668070668975425,0
79,18660.637262007134,-0.2657704286514606,0
80,18359.54974901013,-0.7423887534333942,-1
81,18531.846173918468,-0.6369979648929158,-1
82,18458.501274503706,-0.7913276719532685,-1
83,18109.77520181892,0.7733146905563268,0
84,18646.370391743378,0.1965068635354101,0
85,18660.89673630424,-0.507116606758653,0
86,18468.76566659605,-0.5505859239010806,0
87,18135.647465504804,-0.0862229806869991,0
88,17854.407773782394,0.8373308657976595,1
89,17816.11758414047,0.6348224407317531,1
90,17731.57699237287,0.2572519137691378,1
91,17726.911578821804,0.2180842264200984,1
92,17807.355035301265,-0.2281954967450601,0
93,17206.874869654155,-0.3813036128165723,0
94,16956.83732037841,-0.5961027883347856,0
95,17205.822895727073,0.2618236239447129,0
96,17375.33688889456,-0.1790899296735764,0
97,17279.793555763514,0.9403539261867042,1
98,17305.23598140838,0.2773778106470472,1
99,17541.70742061856,0.695267405696423,1
100,17223.207838829425,0.1870872765182047,0
101,17354.179069556845,0.6593561163420243,1
102,17363.379064653476,-0.4639003474773113,0
103,17066.144408545144,-0.5405334455844975,0
104,17147.878097846395,0.1703094444616235,0
105,17384.71558474581,-0.2532527004511051,0
106,17255.923429977494,0.2391397583120884,0
107,17226.604659491026,0.0309466191025991,0
108,17307.49506992707,0.0490387430508079,0
109,17648.955947550752,1.3865918917622988,1
110,17397.807846917607,0.3721777731150006,1
111,17102.149772035737,-0.7820900227067902,0
112,17416.34636926222,-0.0840367100342309,0
113,17541.90228274434,1.0571637675178795,1
114,17573.30791177758,-0.1756296177211331,0
115,17548.96782997696,0.3142240238219238,0
116,17610.064156821867,-0.7802036837385304,-1
117,17838.124422360634,-0.083022935681851,0
118,17855.963756127094,0.5447780721489823,0
119,18174.84169153212,-0.1153033202638211,0
120,18544.79801452345,-0.3353592617085157,0
121,18529.442332827573,-0.13668939733032,0
122,18693.99561004704,-0.0128463275998229,0
123,18767.542934953628,-0.3122991279846652,0
124,18794.98353205463,0.7112388235804481,1
125,18455.864534471948,0.011647580030178,0
126,18508.34432915899,-0.4457607699157266,0
127,18655.82350070116,0.1977134354459497,0
128,18362.54156506269,-0.2521818408351088,0
129,18355.660857067083,1.076086648150758,1
130,18397.598315071275,0.418065737238237,1
131,18278.008128022037,-0.6637303442743798,0
132,18342.850370677184,0.0182775967999093,0
133,18302.07119838609,-0.2727585887368344,0
134,18162.31938456276,-0.5029940374763002,0
135,18582.375802790903,0.4224256342778787,0
136,18354.85266207031,-0.0983631503742041,0
137,18324.200286770185,-0.7328796105944944,-1
138,18321.82237303315,0.5637926995353788,0
139,18480.09111570613,-0.346365524594957,0
140,18221.815997917514,-0.2125407253746043,0
141,18280.44285852264,0.7261007990201138,1
142,18171.386414102413,-0.2610420999948364,0
143,17826.168475687908,-0.8293117226863205,-1
144,17541.49264322436,0.0101282740540207,0
145,17479.667613446207,0.123218620112858,0
146,17683.670593480994,-0.163763296476856,0
147,17925.12964024913,0.6046900177317736,1
148,18089.599034313396,0.2226100123257484,1
149,18175.04623699237,0.3841594204287801,1
150,17978.727483097908,1.0352156807143067,1
151,17758.05572828265,-0.240471386218058,0
152,17910.857388306755,0.5091746541018338,0
153,17864.274126434833,-0.854222329877758,-1
154,17618.844384708285,-0.2014938757593316,-1
155,17595.59863469005,-0.3380504331209217,-1
156,17174.197498124813,0.4633331813682408,0
157,17150.4869792692,-0.1574069343837179,0
158,17376.456041283684,0.2649084626676004,0
159,17163.559627023576,0.0567828160226668,0
160,17048.09241864995,-0.8328466552787435,-1
161,17114.09192715712,0.8335762604273982,0
162,17095.926528206233,0.8722452989623046,1
163,17220.517419175627,-0.4606687813102981,0
164,17071.25921945903,-0.3555130344771329,0
165,16774.23265002899,-0.134033799594619,0
166,16766.52657584646,-0.4242894331750646,0
167,16718.717615735553,1.2554174641964615,1
168,16371.455325507768,0.5196802981229225,1
169,16150.143358805832,-0.4558774457743331,0
170,15985.22374398423,-0.1031839754398527,0
171,16030.888460255332,-0.210655627828713,0
172,16192.59706635822,0.2943311762691123,0
173,16189.812189293774,-0.3236636277231652,0
174,16243.649447471003,0.3751588124098899,0
175,16414.257646285332,0.2822591227289792,0
176,16711.825827423687,0.6564470632571853,1
177,16690.169646486578,0.1747075832303584,0
178,16374.806443101652,-0.6103092238402661,-1
179,16479.770516304186,-0.1402127152793133,0
180,16428.828454728213,-0.7973035028098807,-1
181,16404.178915854045,-0.0007723148394369,0
182,16954.245229469063,0.907684449718814,1
183,16850.312740813133,0.2029098610731097,1
184,17182.849078546355,0.3463359400354471,1
185,17218.758364302284,-0.2588789257642971,0
186,17301.374507101766,0.7150458168560196,1
187,17198.36612506915,0.402437888534803,1
188,16958.045071739107,0.2703219478462766,1
189,16877.96187203196,0.2237780923177954,1
190,16528.19267327445,0.6682856183744961,1
191,17064.950024670285,0.4495770946303201,1
192,16761.667008893888,0.40712684268596,1
193,17058.73735031304,0.2396049040488166,1
194,16895.474773308924,0.3971736633188305,1
195,16702.18570320501,-0.2389548041040929,0
196,16514.085986298236,0.5477891881589851,0
197,16325.135698532576,0.661091276534727,1
198,16320.447296526578,-0.4677309024918992,0
199,16417.65921402618,-0.1565953188092967,0
200,16354.333589921767,0.654005428455843,1
201,16343.437347481917,-0.1765825801824301,0
202,16388.406578524464,-0.0148558281889159,0
203,16636.827337800612,0.0363436592944617,0
204,16588.815499153094,0.2911968124332111,0
205,16526.700237029298,0.2938845900796374,0
206,16596.187311758087,-0.5964694034141751,0
207,16378.778405944466,0.1952734313117843,0
208,16547.284057432393,-0.0888340907948506,0
209,16637.744780756973,0.3191759169020365,0
210,16769.802526239248,-0.2772958865619834,0
211,16773.66603458858,0.1228480004697503,0
212,16528.574338527014,-0.1210126249899858,0
213,16695.494191777623,-0.0248951182186227,0
214,16685.261536720413,-0.5593179835394222,0
215,16500.077955858316,0.0103931280276601,0
216,16187.123942659227,0.094024234111703,0
217,16657.43225556206,0.0775938868363397,0
218,16652.440113104603,-0.6310605650926793,-1
219,16674.370303171843,-0.0658960765243104,0
220,17074.45075476496,0.2664394230667852,0
221,17155.42536652713,0.5027598734780896,0
222,16984.394867974963,0.3035350078121381,0
223,16659.822301827204,0.6833473878051817,1
224,16808.470710411297,0.1639814928737357,0
225,17202.293359571544,1.3089946252170512,1
226,17134.38951169483,0.5057678970248407,1
227,17521.999764016156,-0.3660527890187068,0
228,17490.32671612508,0.0011498424857379,0
229,17792.56498189297,-0.007776985625598,0
230,18046.80164630332,0.834508251530004,1
231,17921.325301465316,-0.8292921608735977,0
232,17807.37754952939,-0.1608818376760665,0
233,17698.089701481633,0.4759606394146431,0
234,17826.847696720513,0.5741398727796998,0
235,18092.442024268443,-1.0486549057877992,-1
236,17896.606185989,-0.0547901791173839,0
237,18199.285320309547,-0.2524910833932572,0
238,18201.269617205227,-0.2230914063970106,0
239,18165.228711368803,-0.4107431291886232,0
240,18250.40506607179,0.7945597064277008,1
241,18546.536638623336,0.1417100830834474,0
242,18216.85455412616,1.021658793923728,1
243,17960.93643639997,0.9276483480414712,1
244,17743.271313243364,-0.2648661585982061,0
245,17895.228886330053,0.0130271448954721,0
246,18020.619834731104,-0.2577535267117148,0
247,17970.858589678763,-0.2469241095056724,0
248,18302.832265009816,-0.0923990086004422,0
249,18052.943970205524,-0.3263631767649686,0
250,17797.713420686938,0.0369081562991322,0
251,17774.068691142842,-0.0479698133436117,0
252,18132.39097257648,-0.3201219024575066,0
253,18335.429601537508,0.397040890830747,0
254,18584.348640591543,-0.5913540502314532,0
255,18594.10900199117,0.1163664806808966,0
256,18345.819115406717,-0.6322940735418103,-1
257,18159.865489707947,-0.0470133920432767,0
258,18480.1714919566,0.8086486006910296,1
259,18269.117360562745,0.5043150571293711,1
260,18512.437901232508,-0.047990577799204,0
261,18473.499013284338,0.3559570898205053,0
262,18721.27419744933,-0.3684112191827138,0
263,18569.80789995192,-0.8493294706907493,-1
264,18591.784509389345,0.01143180486602,0
265,18562.17643472108,-0.1354577638344702,0
266,18424.36590803445,0.648187107906514,1
267,18844.60394080567,-0.2904783015112286,0
268,18874.79819473495,-0.7987595825805749,-1
269,19129.582606070795,0.5709015435142493,0
270,19289.024608470445,-0.490680824211092,0
271,19375.234958411605,-0.9942178948683338,-1
272,19469.30063519418,0.133765183627343,0
273,19373.387184178384,-0.1567911151175274,0
274,19280.33629785116,-0.5365665355444666,0
275,19236.44935170427,0.5186170676279849,0
276,19191.90165416541,0.730187149935575,1
277,19266.93886693468,-0.1780355312667092,0
278,19234.899131105794,0.4710288318614757,0
279,19106.460227690008,0.5436903277849807,0
280,19427.295444399653,0.0296552040299351,0
281,19567.4073569434,-0.0525714262494954,0
282,19579.19739237389,0.2320856517041023,0
283,19471.450531874914,0.9397817149392456,1
284,19696.682609828254,0.135623040127379,0
285,19714.981034593595,0.7695328112467621,1
286,19968.73246126992,-0.0450204423067917,0
287,19667.903684254383,-0.5023157819602848,0
288,19393.161950999613,-0.2344915141875854,0
289,19615.647206809317,-0.203127726623491,0
290,19613.88727334923,-0.868132100373278,-1
291,19833.287337430786,-0.1129153140964112,0
292,19848.96187880824,0.5099730585329021,0
293,19652.30825437528,0.6539441331856741,1
